,material_id,cif,energy_per_atom
5115,C-142755-3271-47,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48816000
_cell_length_b   4.30407000
_cell_length_c   4.30482000
_cell_angle_alpha   99.59288000
_cell_angle_beta   73.20169000
_cell_angle_gamma   90.01925000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.46098428
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.15738218  0.53756442  0.12293457  1
  C  C1  1  1.15400803  0.10024711  0.49803453  1
  C  C2  1  0.65397347  0.60024604  0.49800683  1
  C  C3  1  0.59246384  0.28743524  0.62297239  1
  C  C4  1  1.09244081  0.78741949  0.62287375  1
  C  C5  1  0.40415049  0.35039097  -0.00193235  1
  C  C6  1  0.34258326  1.03756336  0.12290687  1
  C  C7  1  -0.09587254  0.85037523  0.99796901  1
",-154.5429175
3105,C-176663-4376-7,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.41346000
_cell_length_b   3.57933000
_cell_length_c   8.92088000
_cell_angle_alpha   89.26546000
_cell_angle_beta   74.36503000
_cell_angle_gamma   70.16975000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   69.54819047
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.13917810  0.49390957  0.43843972  1
  C  C1  1  0.31934578  0.65057919  0.18162685  1
  C  C2  1  1.00373450  0.24852532  0.69852614  1
  C  C3  1  0.90776554  0.92190800  0.45681279  1
  C  C4  1  0.53073838  0.56839152  0.01295508  1
  C  C5  1  1.22456673  0.14225614  0.52931859  1
  C  C6  1  0.14578221  0.49194129  0.93501639  1
  C  C7  1  0.39372245  0.30860030  0.27724675  1
  C  C8  1  0.03235789  1.03095516  0.27898917  1
  C  C9  1  0.38821103  0.32764061  0.77473714  1
",-154.104826
4911,C-102875-8418-57,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44122000
_cell_length_b   7.97007000
_cell_length_c   5.72520000
_cell_angle_alpha   88.78524000
_cell_angle_beta   89.92421000
_cell_angle_gamma   98.82870000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   110.04771532
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  1.01784208  0.22079911  0.85144431  1
  C  C1  1  0.53665907  0.25904763  0.98700876  1
  C  C2  1  0.23168645  0.66629316  0.08893221  1
  C  C3  1  0.51374565  0.21420224  0.49552432  1
  C  C4  1  0.92673497  0.04204920  0.77149458  1
  C  C5  1  0.60774992  0.40578948  1.13819116  1
  C  C6  1  0.33149049  0.85255722  0.52262735  1
  C  C7  1  0.69437062  0.58013911  0.56213616  1
  C  C8  1  0.78672409  0.76311886  0.53159649  1
  C  C9  1  0.69124077  0.58373973  0.11550251  1
  C  C10  1  1.05632576  0.30374971  0.60602806  1
  C  C11  1  0.31794616  0.83752338  0.01594529  1
  C  C12  1  0.85644437  0.91090760  -0.04658601  1
  C  C13  1  0.42187632  1.03137905  0.61329660  1
  C  C14  1  0.14856187  0.49124425  0.58154915  1
  C  C15  1  0.53539170  0.25472839  0.24874787  1
",-154.06998625
3645,C-92154-4888-25,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47928000
_cell_length_b   3.87923000
_cell_length_c   6.40334000
_cell_angle_alpha   107.58801000
_cell_angle_beta   101.16582000
_cell_angle_gamma   89.99590000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.48267339
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.40277062  0.98953273  0.18383313  1
  C  C1  1  0.74860229  0.64240632  0.87301784  1
  C  C2  1  -0.02676637  0.06157969  0.32481240  1
  C  C3  1  0.06349869  -0.14708638  0.50432469  1
  C  C4  1  0.31348775  0.19796212  1.00471818  1
  C  C5  1  0.62978192  0.02531933  0.63586026  1
  C  C6  1  0.62987464  0.40801798  0.63598225  1
  C  C7  1  0.31405070  0.60148756  1.00510558  1
  C  C8  1  0.74825830  1.02532760  0.87291819  1
  C  C9  1  1.06336566  0.44947795  0.50417548  1
",-154.296113
4345,C-177284-4704-15,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81522000
_cell_length_b   3.82041000
_cell_length_c   4.11676000
_cell_angle_alpha   111.45977000
_cell_angle_beta   99.19160000
_cell_angle_gamma   86.58679000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   69.57715367
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.61276075  -0.07372706  0.20813906  1
  C  C1  1  0.85223573  0.65041883  0.14985576  1
  C  C2  1  0.36187189  0.78726296  0.31441550  1
  C  C3  1  0.41155662  0.41603044  0.31322640  1
  C  C4  1  0.76465638  0.27192377  0.85138747  1
  C  C5  1  0.16050232  0.27639930  0.41841799  1
  C  C6  1  0.26960557  0.05399870  0.66326459  1
  C  C7  1  0.01183016  0.93059958  0.77482794  1
  C  C8  1  0.08661096  0.88256404  1.12258690  1
  C  C9  1  0.68786654  0.32044944  0.50394840  1
  C  C10  1  0.50598562  0.14976394  -0.03539408  1
  C  C11  1  0.92250387  0.55268407  0.47585746  1
",-154.14292666666668
2335,C-28230-7089-41,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.51370000
_cell_length_b   4.18689000
_cell_length_c   4.18657000
_cell_angle_alpha   109.78722000
_cell_angle_beta   107.46476000
_cell_angle_gamma   107.43592000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.37756946
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.64461590  0.22628991  0.34883206  1
  C  C1  1  0.79440322  0.18232673  0.69326897  1
  C  C2  1  0.12596872  0.51333324  1.02400394  1
  C  C3  1  0.27605013  0.46942155  0.36838331  1
  C  C4  1  0.27651579  0.85775047  -0.01988196  1
  C  C5  1  0.64425084  0.83781331  0.73702217  1
",-154.23231583333333
2007,C-176646-2657-17,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.52015000
_cell_length_b   4.96507000
_cell_length_c   5.97834000
_cell_angle_alpha   120.59370000
_cell_angle_beta   76.33342000
_cell_angle_gamma   108.01892000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   60.94943743
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.81105924  0.11171295  0.43172281  1
  C  C1  1  1.19759701  0.59979661  0.81402603  1
  C  C2  1  0.15231760  0.41985743  0.53238415  1
  C  C3  1  0.77788903  0.82450959  0.90872891  1
  C  C4  1  0.54431039  -0.03693526  0.60736890  1
  C  C5  1  0.38610739  0.61324884  0.41869004  1
  C  C6  1  0.02386383  0.41010122  -0.02640865  1
  C  C7  1  0.50002015  0.55315339  0.14707169  1
  C  C8  1  0.97373246  1.05244675  0.78936815  1
  C  C9  1  -0.29955071  0.88946628  0.18115387  1
",-154.073579
7533,C-157687-9066-31,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.96593000
_cell_length_b   4.83979000
_cell_length_c   5.70375000
_cell_angle_alpha   93.58388000
_cell_angle_beta   74.06510000
_cell_angle_gamma   134.63040000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   73.54544441
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.59448031  0.29549613  -0.02048787  1
  C  C1  1  0.18814023  0.33313827  0.38235864  1
  C  C2  1  0.48087607  0.97921329  0.09163441  1
  C  C3  1  0.44717359  0.46300590  1.12778177  1
  C  C4  1  0.59455605  0.77658393  -0.02062285  1
  C  C5  1  0.22186450  0.84944034  0.34627605  1
  C  C6  1  0.83534852  0.80576245  0.73626234  1
  C  C7  1  0.07400095  0.01662358  0.49440425  1
  C  C8  1  0.83257020  0.50537596  0.73686782  1
  C  C9  1  1.07453218  0.53558225  0.49442224  1
",-154.24613
2573,C-126161-9940-12,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.51703000
_cell_length_b   2.48771000
_cell_length_c   4.30383000
_cell_angle_alpha   106.79196000
_cell_angle_beta   114.10827000
_cell_angle_gamma   90.01720000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   32.60267513
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.64487336  0.11557791  0.88114378  1
  C  C1  1  1.06194954  0.28218469  0.21470229  1
  C  C2  1  -0.02179331  0.44891125  0.54781045  1
  C  C3  1  0.39528287  0.61551802  0.88136895  1
  C  C4  1  0.31154003  0.78224458  0.21447711  1
  C  C5  1  0.72861621  0.94885135  0.54803562  1
",-154.5481
8889,C-142740-3180-33,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45776000
_cell_length_b   6.10370000
_cell_length_c   4.47787000
_cell_angle_alpha   107.20100000
_cell_angle_beta   74.55446000
_cell_angle_gamma   89.63047000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   61.58698763
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.43188939  0.08253292  0.60332222  1
  C  C1  1  1.11849140  0.77756175  0.22259661  1
  C  C2  1  0.75778864  0.43440248  -0.05730266  1
  C  C3  1  0.90828360  0.22094223  0.64627134  1
  C  C4  1  0.05294660  0.30947778  0.35589413  1
  C  C5  1  0.23431597  0.57342561  -0.01469603  1
  C  C6  1  0.61311474  0.34734163  0.23406176  1
  C  C7  1  0.54823135  0.87941981  0.36463014  1
",-154.0675475
7574,C-126149-3704-45,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48105000
_cell_length_b   4.21635000
_cell_length_c   3.68927000
_cell_angle_alpha   104.78392000
_cell_angle_beta   109.64222000
_cell_angle_gamma   89.97405000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   34.98972197
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.49666415  0.05527171  0.38811185  1
  C  C1  1  0.97730842  0.83290981  0.34963250  1
  C  C2  1  0.71898069  0.26169427  0.83349234  1
  C  C3  1  0.29724499  0.13059381  -0.01004619  1
  C  C4  1  0.17808639  0.75776359  0.74764255  1
  C  C5  1  0.75645007  0.62686431  0.90476925  1
",-154.3089535
3047,C-172953-2094-41,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.53643000
_cell_length_b   2.47945000
_cell_length_c   6.25032000
_cell_angle_alpha   78.47618000
_cell_angle_beta   113.09630000
_cell_angle_gamma   90.03473000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.29632862
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.74844961  -0.01432570  0.41994522  1
  C  C1  1  -0.05402913  0.64383145  0.10452329  1
  C  C2  1  0.54512237  0.33618460  0.72331598  1
  C  C3  1  0.59937010  0.56283164  0.26533671  1
  C  C4  1  0.40217416  0.90635429  0.58099961  1
  C  C5  1  0.80245740  0.21537953  -0.03859551  1
",-154.28188500000002
2972,C-28224-863-24,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45968000
_cell_length_b   3.39787000
_cell_length_c   5.97752000
_cell_angle_alpha   62.28886000
_cell_angle_beta   78.09681000
_cell_angle_gamma   68.74596000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.17679643
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.05703272  0.41901216  0.37531289  1
  C  C1  1  0.22941149  -0.11825290  0.56945784  1
  C  C2  1  0.65658047  0.34874749  0.24792058  1
  C  C3  1  0.69283970  0.56126031  0.97216259  1
  C  C4  1  0.20359300  0.66673651  0.84535746  1
  C  C5  1  0.82798763  0.81168492  0.44212594  1
",-154.1503285
8960,C-106065-6878-70,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.33091000
_cell_length_b   3.93307000
_cell_length_c   9.91527000
_cell_angle_alpha   89.25933000
_cell_angle_beta   94.36513000
_cell_angle_gamma   104.79262000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C20
_cell_volume   125.22456901
_cell_formula_units_Z   20
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.07670862  0.34708637  0.06767400  1
  C  C1  1  0.24734577  0.56265618  0.42980953  1
  C  C2  1  0.65092286  0.88434240  0.43900745  1
  C  C3  1  1.09349663  0.37380520  0.30360705  1
  C  C4  1  0.58127841  0.06813247  0.56581859  1
  C  C5  1  0.40092117  1.14464295  0.85730486  1
  C  C6  1  0.77568079  0.05959126  0.30833730  1
  C  C7  1  0.50200871  0.40426245  0.53417509  1
  C  C8  1  0.33111716  0.47428797  0.66101226  1
  C  C9  1  -0.07930487  0.66850873  0.50836165  1
  C  C10  1  0.64379272  0.38758198  0.76662753  1
  C  C11  1  0.87747984  0.67465632  0.84964554  1
  C  C12  1  0.21492691  0.50805595  -0.06184047  1
  C  C13  1  1.08146545  0.94442035  0.75825575  1
  C  C14  1  0.77190861  1.01902965  0.06987413  1
  C  C15  1  0.58668164  0.84281102  0.93743445  1
  C  C16  1  0.59999266  0.86741499  0.18874469  1
  C  C17  1  -0.09411346  0.21075456  0.68628538  1
  C  C18  1  0.23108193  0.81041521  0.63336870  1
  C  C19  1  0.26084916  0.53119018  0.18591301  1
",-154.08415399999998
9894,C-72754-2980-1,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43021000
_cell_length_b   2.43058000
_cell_length_c   8.53604000
_cell_angle_alpha   81.76295000
_cell_angle_beta   88.35013000
_cell_angle_gamma   59.97294000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.14929803
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.53304686  0.19949568  0.14379442  1
  C  C1  1  0.17745691  0.11543654  0.81124320  1
  C  C2  1  0.51086649  0.44848039  0.81119928  1
  C  C3  1  0.86605814  0.53312967  0.14375888  1
  C  C4  1  0.75179157  -0.11638821  0.47755135  1
  C  C5  1  0.41913193  0.54972283  0.47814247  1
",-154.466722
5175,C-193920-1389-54,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.69006000
_cell_length_b   2.48143000
_cell_length_c   4.84617000
_cell_angle_alpha   75.22855000
_cell_angle_beta   57.33363000
_cell_angle_gamma   70.33994000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   35.02710192
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.32200095  0.72842863  0.32420092  1
  C  C1  1  0.56089647  0.50698789  0.53054641  1
  C  C2  1  0.97866630  0.04667407  0.02717575  1
  C  C3  1  -0.15129538  -0.07141990  0.39944773  1
  C  C4  1  0.26647445  0.46826628  0.89607707  1
  C  C5  1  0.50536998  0.24682554  0.10242256  1
",-154.3125595
7129,C-176644-8612-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45866000
_cell_length_b   3.40205000
_cell_length_c   5.95902000
_cell_angle_alpha   71.88326000
_cell_angle_beta   78.13412000
_cell_angle_gamma   111.24126000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.20634097
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.26892144  0.11195984  0.82809935  1
  C  C1  1  0.90282164  0.57708569  1.02193063  1
  C  C2  1  0.51439807  0.32611979  0.55223074  1
  C  C3  1  0.37493563  0.64812016  0.14961085  1
  C  C4  1  0.13030100  0.43296529  0.42541787  1
  C  C5  1  0.74030902  0.18322363  0.95566806  1
",-154.15061683333332
6623,C-184046-597-27,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47234000
_cell_length_b   3.76589000
_cell_length_c   7.26635000
_cell_angle_alpha   84.45960000
_cell_angle_beta   99.80308000
_cell_angle_gamma   89.97689000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   66.34473884
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.04770643  0.24728500  1.01966180  1
  C  C1  1  0.60693824  0.25516494  0.13453095  1
  C  C2  1  -0.04231510  1.16314644  0.84420235  1
  C  C3  1  0.32521760  0.47724402  0.57850352  1
  C  C4  1  0.67623103  -0.08144274  0.27161712  1
  C  C5  1  0.32800123  0.87649053  0.58345645  1
  C  C6  1  0.77199735  0.00434023  0.46878434  1
  C  C7  1  0.77029909  0.39177707  0.46569378  1
  C  C8  1  0.40229018  0.15123485  0.73437031  1
  C  C9  1  0.67399914  0.54691855  0.26765728  1
",-154.070046
